"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Travel Information Council,Rest Area Subcommittee Meeting,Review of agency's rest area operations and recommendations for full Council.,07/07/2016 10:00:00 AM,07/07/2016 12:00:00 PM,"Oregon Trucking Association Office, 4005 SE Naef Rd", Portland,OR,,,Nancy DeSouza,503-373-1042,nancyd@oregonte.com,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Medicaid Advisory Committee Oral Health Work Group,,07/07/2016 09:00:00 AM,07/07/2016 11:00:00 AM,"Lincoln Building, Suite 775, Transformation Center Training Room 421 SW Oak Street", Portland,OR,"The Oral Health Work Group was created by Oregon’s Medicaid Advisory Committee to develop a framework for oral health access for Oregon Health Plan members. At the first meeting of the Work Group, members of the Medicaid Advisory Committee will introduce the purpose and guiding principles of the Oral Health Work Group. Oral Health Work Group members will brainstorm and discuss barriers to oral health care access in OHP. Committee staff will present model definitions and frameworks related to health care access and oral health care access. Work Group members will identify key components of an oral health framework and important aspects of a definition for oral health access. 

Public listen-in only conference line: 888.398.2342 Access code: 3732275 
Webinar: https://attendee.gotowebinar.com/register/4641463367606824962

Please visit the MAC Oral Health Work Group website at http://www.oregon.gov/oha/OHPR/MAC/Pages/Oral-Health-Work-Group.aspx for webinar information, meeting minutes, and updates.
",,Margie Fernando,,margie.fernando@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/4641463367606824962,888-398-2342,373 2275,,,,,http://www.oregon.gov/oha/OHPR/MAC/Pages/Oral-Health-Work-Group.aspx,,,,
Housing/Community Services Department,Public Hearing for the Financing of Multi-Family Housing Development with Proceeds from the Sale of Tax-Exempt Revenue Bonds,,07/07/2016 08:30:00 AM,07/07/2016 08:45:00 AM,725 Summer St NE Suite B, Salem,OR,See attached notice,Yes,Laurie LeCours,,Laurie.LeCours@oregon.gov,,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@oregon.gov,,,,,,,,,,TEFRA Notice - Moonlight+Daggett.pdf (https://data.oregon.gov/views/gs36-7t8m/files/087aab6b-6a97-475f-af12-abed307401b3?download=true&filename=TEFRA%20Notice%20-%20Moonlight+Daggett.pdf),,,
"Community Colleges and Workforce Development, Department of",OYCC Advisory Committee Meeting,Phone Conference,07/07/2016 08:00:00 AM,07/07/2016 12:00:00 PM,Conference Call, Salem,OR,Please contact OYCC for dial in instructions at 503-947-2420.,,Doug Denning,503-947-2420,douglas.denning@state.or.us,,,,,,,,,,,,,,,,,,,
"Medical Board, Oregon",Full Board Meeting,Quarterly Board Meeting,07/07/2016 08:00:00 AM,07/08/2016 03:00:00 PM,OMB Offices, Portland,OR,"The 13-member Board reviews cases and recommendations from the Board’s committees and makes final decisions.  The Board determines whether an application for licensure should be granted, granted with limitations, or denied.  The Board also determines the final resolution of investigatory cases.  In addition, the Board sets policy, adopts administrative rules, and discusses issues relevant to the practice of medicine.",Yes,Theresa Lee,971-673-2700,theresa.lee@state.or.us,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,,
Columbia Gorge ESD,Board of Directors - Work Session,,07/06/2016 07:00:00 PM,07/06/2016 08:00:00 PM,"400 East Scenic Drive, Room 2.221", The Dalles,OR,,No,Mary Bowen,541-298-5155,mbowen@cgesd.k12.or.us,,,,Mary Bowen,541-298-5155,mbowen@cgesd.k12.or.us,,,,,http://www.cgesd.k12.or.us/cms/lib07/OR01915656/Centricity/Domain/13/July%202016%20Work%20Session.pdf,,,,http://www.cgesd.k12.or.us/cms/lib07/OR01915656/Centricity/Domain/13/July%202016%20Work%20Session%20Notes.pdf,July 2016 Work Session.pdf (https://data.oregon.gov/views/gs36-7t8m/files/82f103a2-141c-477b-add5-2210d72e0e51?download=true&filename=July%202016%20Work%20Session.pdf),,,
"Health Authority, Oregon",Health Care Interpreter Legislative and Policy Advisory Committee,This Committee advises the state on legislation and policies for the health care interpreter program in Oregon,07/06/2016 03:00:00 PM,07/06/2016 04:30:00 PM,"Conference Room – Office of Equity and Inclusion, 421 SW Oak St. Suite 750	", Portland,OR,,Yes,Kweku Wilson,971-673-3328,kweku.wilson@state.or.us,,,,,,,,https://global.gotomeeting.com/join/114032213,1-888-251-2909,301588,,,,,https://global.gotomeeting.com/join/114032213,I:\OEI Shared\OEI Committees\Oregon Council on Health Care Interpreters\Council Committees\Legislative and Policy Committee\2016-06-06\Agenda and Minutes for HCI Legislative and Policy Committee Meeting_7-6-2016.pdf (https://data.oregon.gov/views/gs36-7t8m/files/6e6ece32-a5f4-4a45-b2ef-e9a13ce26225?download=true&filename=I:\OEI%20Shared\OEI%20Committees\Oregon%20Council%20on%20Health%20Care%20Interpreters\Council%20Committees\Legislative%20and%20Policy%20Committee\2016-06-06\Agenda%20and%20Minutes%20for%20HCI%20Legislative%20and%20Policy%20Committee%20Meeting_7-6-2016.pdf),,,
Governor's Office,Regional Solutions Advisory Committee: Northeast,,07/06/2016 02:00:00 PM,07/06/2016 04:00:00 PM,"EOU, 233 Badgley Hall", La Grande,OR,,,Scott Fairley,,scott.g.fairley@oregon.gov,,,,,,,,,,,,,,,http://www.oregon.gov/gov/admin/regional-solutions/Pages/Northeast.aspx,,,,
Judicial Department,Supreme Court Public Meeting,,07/06/2016 01:30:00 PM,07/06/2016 03:00:00 PM,1163 State Street,Salem,OR,"This meeting is held in the Wallace P. Carson, Jr., Conference Room, located on the second floor of the Oregon Supreme Court Building, in the State of Oregon Law Library. Attendees will need to sign the visitors' log both upon arrival and departure at the state trooper station in the lobby.",,Becky Osborne or Coty Llerenas,503.986.5555,public.meetings@ojd.state.or.us,,,,Becky Osborne,503.986.5555,public.meetings@ojd.state.or.us,,,,,,,,,,,,,
"Health Authority, Oregon",Legislative briefing on public health modernization,,07/06/2016 09:30:00 AM,07/06/2016 11:00:00 AM,"Portland State Office Building (PSOB), 800 NE Oregon St., Room 1A (first floor)", Portland,OR,"What: The Oregon Health Authority will hold a legislative briefing hosted by Representative Mitch Greenlick and Senator Laurie Monnes Anderson to present information about Oregon’s public health modernization initiative. 

Agenda: Provide an introduction to public health modernization; review findings from the statewide public health modernization assessment; and provide an overview of the public health modernization implementation plan.

When: Wednesday, July 6, 9:30-11 a.m. 

Where: Portland State Office Building, Room 1A, 800 NE Oregon St., Portland. The meeting also will be live-streamed through the public health modernization website at http://www.healthoregon.org/modernization. 

Program contact: Rosa Klein, 971-673-1265; rosa.klein@state.or.us

# # #
",,Rosa Klein,971-673-1265,rosa.klein@state.or.us,,,,,,,true,https://www.youtube.com/watch?v=cMYtNnxI_m4,,,,,,,http://www.healthoregon.org/modernization,,,,
"Health Authority, Oregon",Healthcare Workforce Committee,Healthcare Workforce Committee,07/06/2016 09:00:00 AM,07/06/2016 12:15:00 PM,Wilsonville Training Center,Wilsonville,OR,,Yes,Marc Overbeck,503-6895321,marc.overbeck@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/1479819876073181442,1-877-411-9748,730407,,,,,https://www.oregon.gov/oha/OHPR/HCW/Pages/index.aspx,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,07/05/2016 01:30:00 PM,07/05/2016 02:30:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
Governor's Office,Regional Solutions Advisory Committee: Greater Eastern,,07/05/2016 01:00:00 PM,07/05/2016 03:00:00 PM,TBD, Hermiston,OR,,,Scott Fairley,,scott.g.fairley@oregon.gov,,,,,,,,,,,,,,,http://www.oregon.gov/gov/admin/regional-solutions/Pages/GreaterEastern.aspx,,,,
Public Utility Commission,Public Meeting,,07/05/2016 09:30:00 AM,07/05/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,http://oregonpuc.granicus.com/GeneratedAgendaViewer.php?view_id=1&event_id=80,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2016/2016-history.aspx,,,,
"Health Authority, Oregon",HCI Education and Training Committee,This Committee advises the state on education and training for the qualification and certification of health care interpreters in Oregon,07/05/2016 09:00:00 AM,07/05/2016 10:00:00 AM,"Conference Room – Office of Equity and Inclusion, 421 SW Oak St. Suite 750", Portland,OR,,Yes,Kweku Wilson,971-672-3328,kweku.wilson@state.or.us,,,,,,,,,1-888-251-2909,301588,,,,,,,,,
Oregon Educators Benefit Board,CANCELLED: Business and Operations Workgroup Meeting,CANCELLED: BOW Meeting,07/01/2016 11:00:00 AM,07/01/2016 12:00:00 PM,"PEBB/OEBB Board Room, 1225 Ferry Street, SE",Salem,OR,,,Xia Ly,,xia.ly@oregon.gov,,,,,,,,,,,,,,,http://www.oregon.gov/oha/OEBB/Pages/Public-Meetings.aspx,,,,
Governor's Office,Regional Solutions Advisory Committee: North Coast,,07/01/2016 10:00:00 AM,07/01/2016 12:00:00 PM,"Englund Marine & Industrial Supply, 95 Hamburg Ave",Astoria,OR,,,Mark Ellsworth,,mark.ellsworth@oregon.gov,,,,,,,,,,,,,,,http://www.oregon.gov/gov/admin/regional-solutions/Pages/NorthCoast.aspx,,,,
"Ethics Commission, Oregon Government",Regularly Scheduled Meeting,,07/01/2016 09:00:00 AM,07/01/2016 03:00:00 PM,"Morrow Crane Building, 3218 Pringle Rd SE, Suite 220", Salem,OR,,,Virginia Lutz,503-378-5105,virginia.lutz@oregon.gov,,,,,,,,,,,,,,,"http://www.oregon.gov/OGEC/docs/agendas%20and%20meeting%20materials/2016/2016,%207-01%20Minutes.pdf","AGENDA-16, 7-01.pdf (https://data.oregon.gov/views/gs36-7t8m/files/81ebc3ed-8898-45ac-8128-72284bec81fc?download=true&filename=AGENDA-16,%207-01.pdf)",,,
