"g_nero","municipio_de_nacimiento","pa_s","municipio_direcci_n","barrio_direcci_n","estrato","estado_civil","eps","grupo_sisben","zona","nivel_de_formaci_n","ocupaci_n","medio_de_transporte","multiculturalidad","estado","fecha_de_matr_cula","jornada","programa","per_odo","nivel","edad"
"Femenino","Medellín","Colombia","Envigado","San Rafael","1","Separado(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2015- 1","SEMESTRE 1","32"
"Femenino","Medellín","Colombia","Envigado","La Paz","3","Soltero(a)","Susalud","Sin respuesta","Urbana","Sin respuesta","Desempleado","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2021-01-31T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-1","SEMESTRE 1","23"
"Femenino","Toledo","Colombia","Envigado","Alto De Misael","1","Unión libre","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","Desplazado","Graduado","2019-01-17T10:00:00Z","NOCHE","02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL","2020-1","SEMESTRE 2","39"
"Masculino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","Suramericana","Sin respuesta","Urbana","Media","Independiente","Particular Motocicleta","No aplica","Inactivo","2020-08-10T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2020-2","SEMESTRE 1","32"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Unión libre","Savia Salud","B2","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","Reinsertado","Activo","2022-02-10T10:00:00Z","DIURNA","08T-TÉCNICO LABORAL EN AUTOMOTRIZ","2022-1","SEMESTRE 1","54"
"Masculino","Medellín","Colombia","Medellín","Buenos Aires","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Público Bus o Buseta","No aplica","Cancelado","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Femenino","Envigado","Colombia","Envigado","El Chinguí","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Desempleado","Público Bus o Buseta","No aplica","Graduado","2015-11-27T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-2","SEMESTRE 2","27"
"Femenino","Medellín","Colombia","Envigado","Alto De Misael","1","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Inactivo","2019-05-23T10:00:00Z","NOCHE","CURSO EXTENSIÓN WORD","2019-1","SEMESTRE 1","46"
"Masculino","Bello","Colombia","Envigado","La Sebastiana","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Inactivo","2019-05-30T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2019-2","SEMESTRE 1","24"
"Femenino","Medellín","Colombia","Envigado","Alcalá","3","Separado(a)","SISBEN","Sin respuesta","Urbana","Media","Independiente","Sin respuesta","No aplica","Inactivo","2015-07-22T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2016-1","SEMESTRE 2","62"
"Femenino","Medellín","Colombia","Envigado","Primavera","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Cancelado","2019-05-02T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2019-2","SEMESTRE 1","24"
"Femenino","Itagui","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta",,"Público Otro","No aplica","Inactivo","2020-08-13T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2020-2","SEMESTRE 1","24"
"Masculino","Bello","Colombia","Medellín","Santa Elena",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2018-02-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2017 - MT","DÉCIMO","21"
"Masculino","Medellín","Colombia","Envigado","San Marcos","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Empleado","Peatón","No aplica","Graduado","2018-08-01T10:00:00Z","NOCHE","02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL","2019-1","SEMESTRE 2","47"
"Femenino","Sin respuesta","Colombia","Envigado","La Paz","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Graduado","2017-05-04T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2018-2","SEMESTRE 2","29"
"Femenino","Medellín","Colombia","Envigado","Alto De Misael",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-23T10:00:00Z","DIURNA","EXTENSION HERRAMIENTAS TICS","2020-2","SEMESTRE 1","57"
"Masculino","Medellín","Colombia","Envigado","El Portal","4","Soltero(a)","Sanitas EPS","D21","Urbana","Básica secundaria","Desempleado","Particular Motocicleta","No aplica","Activo","2021-08-06T10:00:00Z","NOCHE","16T-TÉCNICO LABORAL EN ELECTRICISTA","2022-1","SEMESTRE 2","32"
"Masculino","Medellín","Colombia","Envigado","Alto De Misael","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2017-05-05T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-2","SEMESTRE 1","27"
"Femenino","Medellín","Colombia","Medellín","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Graduado","2016-11-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA GASTRONOMÍA INT","2016-1","ONCE","22"
"Femenino","Sabaneta","Colombia","Envigado","Las Flores","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2016-05-04T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-1","SEMESTRE 2","39"
"Femenino","Envigado","Colombia","Envigado","El Esmeraldal","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Estudiante superior","Público Metro","No aplica","Graduado","2019-02-01T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2019-1","SEMESTRE 1","50"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa","3","Unión libre","Colsanitas","Sin respuesta","Urbana","Pregrado","Desempleado","Peatón","No aplica","Inactivo","2016-06-08T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2016-2","SEMESTRE 1","31"
"Masculino","Sin respuesta","Colombia","La Estrella","Bellavista","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Graduado","2015-07-09T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2015-2","SEMESTRE 2","39"
"Femenino","Medellín","Colombia","Envigado","San José","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2021-02-12T10:00:00Z","NOCHE","22T-TÉCNICO LABORAL EN MARKETING DIGITAL","2021-1","SEMESTRE 1","37"
"Masculino","Sin respuesta","Colombia","Envigado","Alcalá","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2015- 1","SEMESTRE 2","34"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","A2","Urbana","Media","Estudiante superior","Público Bus o Buseta","Desplazado","Aplazamiento Semestre","2019-12-18T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2020-2","SEMESTRE 2","24"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Unión libre","Salud Total EPS","Sin respuesta","Urbana - rural","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2016-11-24T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","24"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","Sanitas EPS","A1","Urbana","Media","Empleado","Público Bus o Buseta","Cabeza de familia","Activo","2021-08-06T10:00:00Z","NOCHE","13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL","2022-1","SEMESTRE 2","37"
"Masculino","Itagui","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2016-07-14T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-1","SEMESTRE 2","23"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-23T10:00:00Z","DIURNA","EXTENSION HERRAMIENTAS TICS","2020-2","SEMESTRE 1","54"
"Masculino","Envigado","Colombia","Envigado","Alcalá","3","Soltero(a)","Sanitas EPS","D1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-09-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","La Estrella","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","SITP o Bus","No aplica","Desertor","2017-05-05T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2017-2","SEMESTRE 1","22"
"Masculino","Itagui","Colombia","Envigado","El Salado","2","Casado(a)","EPS Sura","D21","Urbana","Media","Empleado","Carro Particular","No aplica","Activo","2021-07-26T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 2","35"
"Masculino","Envigado","Colombia","Envigado","El Salado","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2020-01-30T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2020-1","SEMESTRE 1","21"
"Femenino","Sin respuesta","Colombia","Envigado","San José","4","Casado(a)","No Aplica","Sin respuesta","Urbana","Media","Desempleado","Sin respuesta","No aplica","Activo","2022-01-24T10:00:00Z","DIURNA","18T-TÉCNICO LABORAL EN GASTRONOMÍA","2022-1","SEMESTRE 1","51"
"Femenino","Medellín","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Cancelado","2018-12-21T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2019-1","SEMESTRE 1","33"
"Masculino","Dabeiba","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Peatón","Desplazado","Inactivo","2020-07-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Itagui","Colombia","Envigado","La Paz","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-07-07T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015-2","SEMESTRE 1","24"
"Masculino","Venezuela","Colombia","Envigado","La Paz","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Graduado","2020-01-31T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2020-2","SEMESTRE 2","44"
"Masculino","Medellín","Colombia","Envigado","Alcalá","3","Unión libre","No Aplica","C8","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Activo","2022-02-08T10:00:00Z","NOCHE","21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS","2022-1","SEMESTRE 1","46"
"Masculino","Montebello","Colombia","Medellín","El Vergel","3","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Media","Estudiante básica","Público Bus o Buseta","No aplica","Graduado","2017-01-18T10:00:00Z","DIURNA","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2017-2","SEMESTRE 2","23"
"Masculino","Medellín","Colombia","Itagui","Santa María","2","Divorciado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Moto","No aplica","Graduado","2017-05-08T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2018-1","SEMESTRE 2","41"
"Femenino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Graduado","2018-01-25T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2018-2","SEMESTRE 2","27"
"Femenino","Medellín","Colombia","Envigado","Sin respuesta","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2017-06-20T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018-2","SEMESTRE 2","29"
"Masculino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2021-03-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021 - MT","DÉCIMO","19"
"Femenino","Envigado","Colombia","Envigado","El Salado",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Graduado","2019-02-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019 - MT","ONCE","21"
"Masculino","Medellín","Colombia","Envigado","Las Flores","2","Soltero(a)","EPS Sura","C7","Urbana","Media","Desempleado","A Pie","No aplica","Activo","2022-01-28T10:00:00Z","DIURNA","14T-TÉCNICO LABORAL EN CONTABILIDAD","2022-1","SEMESTRE 1","18"
"Masculino","Medellín","Colombia","Envigado","El Dorado","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Peatón","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","La Dorada","Colombia","Envigado","El Salado","2","Soltero(a)","Salud Total EPS","D9","Urbana","Media","Empleado","Moto","No aplica","Inactivo","2015-02-03T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2016-1","SEMESTRE 2","32"
"Femenino","Envigado","Colombia","Envigado","La Sebastiana","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Graduado","2018-11-08T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2019-2","SEMESTRE 2","22"
"Masculino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Metro","No aplica","Sancionado","2019-01-25T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-2","SEMESTRE 1","22"
"Masculino","Sin respuesta","Colombia","Envigado","Primavera",,"Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2014-2","SEMESTRE 1","25"
"Femenino","Bogotá","Colombia","Envigado","La Mina","3","Sin Respuesta","EPS Sura","D","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Activo","2021-09-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Medellín","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Graduado","2018-01-15T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2018-2","SEMESTRE 2","44"
"Masculino","Sin respuesta","Colombia","Medellín","El Porvenir","1","Soltero(a)","No Aplica","Sin respuesta","Rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2019-06-20T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2019-2","SEMESTRE 1","20"
"Masculino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","A Pie","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","15"
"Masculino","Medellín","Colombia","Envigado","La Paz",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-22T10:00:00Z","DIURNA","EXTENSIÓN EXCEL AVANZADO","2020-2","SEMESTRE 1","33"
"Masculino","Fredonia","Colombia","Envigado","El Trianón","3","Soltero(a)","Saludcoop EPS  Organismo Cooperativo","Sin respuesta","Urbana","Básica secundaria",,"Sin respuesta","No aplica","Inactivo","2016-01-14T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-1","SEMESTRE 1","23"
"Masculino","Itagui","Colombia","Envigado","San José","4","Soltero(a)","EPS Sura","D1","Urbana","Postgrado","Empleado","Público Bus o Buseta","No aplica","Inactivo","2021-01-28T10:00:00Z","DIURNA","18T-TÉCNICO LABORAL EN GASTRONOMÍA","2021-2","SEMESTRE 2","30"
"Masculino","Envigado","Colombia","Envigado","Las Flores","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Graduado","2017-06-12T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 1","27"
"Masculino","Medellín","Colombia","Envigado","Alto De Misael","1","Casado(a)","No Aplica","Sin respuesta","Urbana","Postgrado","Estudiante básica","Público Taxi","No aplica","Graduado","2018-02-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2019-1","SEMESTRE 2","23"
"Masculino","Medellín","Colombia","Envigado","San Rafael","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Cancelado","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Envigado","Colombia","Envigado","Loma Del Barro","3","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2016-05-02T10:00:00Z","DIURNA","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2017-2","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Medellín","Caicedo","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","Bicicleta","No aplica","Inactivo","2017-01-25T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018-2","SEMESTRE 2","30"
"Masculino","Itagui","Colombia","Envigado","La Mina",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","TÉCNICO LABORAL EN DISEÑO GRAFICO","2015- 1","SEMESTRE 1","26"
"Masculino","Bogotá","Colombia","Envigado","San José","2","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Pregrado","Estudiante superior","Sin respuesta","No aplica","Cancelado","2016-06-14T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2017-1","SEMESTRE 1","28"
"Masculino","Medellín","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Bicicleta","No aplica","Inactivo","2017-01-19T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2020-1","SEMESTRE 2","21"
"Masculino","Montería","Colombia","Envigado","La Magnolia","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Básica secundaria","Desempleado","A Pie","No aplica","Inactivo","2017-12-18T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2018-1","SEMESTRE 1","22"
"Femenino","Medellín","Colombia","Envigado","San Rafael","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante básica","Peatón","No aplica","Graduado","2019-01-30T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2019-2","SEMESTRE 2","21"
"Masculino","Medellín","Colombia","Envigado","Zona Centro","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Bicicleta","No aplica","Graduado","2019-01-25T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-2","SEMESTRE 2","24"
"Femenino","Envigado","Colombia","Envigado","Las Flores","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Inactivo","2017-01-23T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2017-2","SEMESTRE 2","34"
