"incidentnum","servyr","servnumid","primaryoc","moniker","age_class","from_age","to_age","race","ethnic","sex","height","weight","build","complexion","eyes","glasses","hair","hairlenght","voice","facialhair","facialhaircolor","peculiarities","comment","created_on","updated_on"
"015673-2021","2021","015673-2021-01","F2-13150005-D4",,,"35","45","White","Unknown","Male",,,,,,,,,,"Beard",,,"Comments: EMPLOYED BY:SOUTHWEST AUTO TOW11211 GOODNIGHT LANEDALLAS, TX 75229(972) 247-0045 Clothing Description: DARK UNKNOWN STYLE SHIRT, BLACK BALLCAP Trademark: SLIGHTLY MUSCULAR BUILD, 5'5"" - 6' TALL, FULL GROWN DARK BEARD AND MUSTACHE, DARK HAIR, UNKNOWN HAIR LENGTH OR STYLE DUE TO BALLCAP COVERING IT","2021-01-26 23:28:07.0000000","2021-01-26 23:28:09.0000000"
"152933-2015","2015","152933-2015-01",,,,"23","30","Hispanic or Latino","Hispanic or Latino","Male","5'08''","150",,,,,,,,,,,,"2015-07-06 12:10:48.0000000","2015-07-06 12:10:48.0000000"
"217927-2019","2019","217927-2019-01","FS-23990132-F42",,,"20","30","Black",,"Male","6'00''","200",,,,,,,,,,,"Clothing Description: BLUE T-SHIRT AND BLACK BASKETBALL SHORTS","2019-10-31 11:42:39.0000000","2019-10-31 11:42:39.0000000"
"176432-2016","2016","176432-2016-01",,,,,,"Black","Non-Hispanic or Latino","Male","6'02''","160","Medium","Dark",,,"Black","Short",,"Beard","Black",,"Shirt: LIGHT BLUE Jacket: NONE Pants: GRAY SWEAT PANTS Shoe: WHITE Hat: NONE Additional Clothing: CASUAL.","2016-07-22 21:13:55.0000000","2016-07-22 21:13:55.0000000"
"043851-2018","2018","043851-2018-01","MB-16020009-U230","J-MONEY",,"23","24","Black","Non-Hispanic or Latino","Male","5'09''",,"Thin",,,,,,,,,,"Clothing Description: BLACK HAT/BLACK JACKET/WHITE SHORTS","2018-03-01 21:25:46.0000000","2018-03-01 21:25:49.0000000"
"193824-2015","2015","193824-2015-01",,,,"17","18","Black",,"Male","5'08''","150","Medium",,,,"Black","Medium",,,,,"Jacket: BLACK HOODIE Pants: BLACK SHORTS Additional Clothing: BLACK HOODIE, BLACK SHORTS, WHITE GLOVES Trademark: WHITE GLOVES","2015-08-21 01:02:42.0000000","2015-08-21 01:02:42.0000000"
"128578-2016","2016","128578-2016-03",,,,"30","35","Black",,"Male",,,,,,,,,,,,,,"2016-05-29 02:53:29.0000000","2016-05-29 02:53:29.0000000"
"146918-2019","2019","146918-2019-01","F3-48010020-U275",,,"17","99","Unknown",,"Male",,,,,,,,,,,,,,"2019-07-21 03:46:42.0000000","2019-07-21 03:47:02.0000000"
"063000-2020","2020","063000-2020-01","FS-24110003-G13",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2020-04-06 05:14:09.0000000","2020-12-20 17:51:59.0000000"
"185026-2015","2015","185026-2015-01",,,,"30","35","White",,"Male","5'58''","185",,,,,,,,"Unshaved",,,"Trademark: TATTOOS ON BOTH ARMS AND LEGS","2015-08-10 14:08:16.0000000","2015-08-10 14:08:16.0000000"
"094615-2021","2021","094615-2021-01","MC-99999999-L194",,,"17","99","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-05-30 05:59:15.0000000","2021-05-30 05:59:19.0000000"
"116380-2021","2021","116380-2021-01","MA-22990004-F1",,,"0","0","Black","Non-Hispanic or Latino","Male",,,"Light",,,,,,,,,,"Comments: AS SEEN ON COMPLEX VIDEO. Clothing Description: LAST SEEN WEARING A BLACK SHIRT, JEANS  W/BACKPACK Trademark: MEDIUM TALL AND THIN","2021-07-01 14:18:32.0000000","2021-12-03 15:33:39.0000000"
"036714-2020","2020","036714-2020-01","NA-99999999-Z3",,,"70","75","White",,"Male",,,,,,,,,,"None",,,,"2020-02-24 11:21:20.0000000","2020-02-24 11:21:22.0000000"
"235067-2017","2017","235067-2017-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,"Light",,"Brown",,"Black","Medium",,"None",,,"Shirt: BLACK Pants: BLACK  Trademark: DREADLOCKS","2017-10-18 04:01:53.0000000","2017-10-18 04:01:53.0000000"
"053797-2015","2015","053797-2015-01",,,,"20","30","Hispanic or Latino",,"Male","5'10''","150","Light",,,,,,,,,,"Shirt: DARK BLUE Pants: BLACK","2015-03-18 18:26:51.0000000","2015-03-18 18:26:51.0000000"
"041535-2018","2018","041535-2018-01","NA-99999999-X3",,,"18","22","Black",,"Male","5'10''","150","Light",,,,,,,,,,"Clothing Description: DARK PANTS, BLEACHED DENIM JACKET, RED HOODIE","2018-03-01 23:04:07.0000000","2018-03-01 23:04:39.0000000"
"807730-2020","2020","807730-2020-01","MB-23990191-F184",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2020-08-20 20:15:20.0000000","2020-12-13 06:05:34.0000000"
"166339-2018","2018","166339-2018-01","NA-99999999-X4",,,"1","98","Unknown","Unknown","Male",,,,,,,,,,,,,,"2018-08-04 04:46:08.0000000","2018-08-04 04:46:13.0000000"
"126619-2019","2019","126619-2019-01","MB-23990191-F183",,,"35","40","Black",,"Male","6'00''",,"Muscular",,,,,"Short",,"None",,,"Comments: SHORT CURLEY HAIR Clothing Description: WHITE SHIRT, BLUE JEANS, AND WHITE SHOES","2019-06-23 21:38:19.0000000","2019-06-23 21:38:20.0000000"
"264133-2016","2016","264133-2016-01",,,,"40","45","Black",,"Male","6'02''","180","Slight",,,,,,,,,,"Shirt: RED Jacket: NONE Pants: BLUE SLACKS","2016-11-04 03:04:02.0000000","2016-11-04 03:04:02.0000000"
"162056-2017","2017","162056-2017-01",,,,,,"Hispanic or Latino",,"Male","5'58''","150","Thin",,,,,"Short",,"Unshaved",,,"Shirt: WHITE T SHIRT Pants: BLACK SHORTS Shoe: SNEAKERS","2017-07-17 03:58:28.0000000","2017-07-17 03:58:28.0000000"
"157249-2017","2017","157249-2017-02",,,,,,"Hispanic or Latino","Hispanic or Latino","Male",,,"Medium",,,,,,,,,,,"2017-07-11 17:17:13.0000000","2017-07-11 17:17:13.0000000"
"073845-2016","2016","073845-2016-01",,,,"25","35","Unknown",,"Male",,,,,,,,,,,,,,"2016-03-28 18:06:59.0000000","2016-03-28 18:06:59.0000000"
"233418-2020","2020","233418-2020-01","NA-99999999-Z23",,,"1","99","Black","Unknown","Male","5'59''","130",,,,,,,,,,,"Clothing Description: BLACK MASK, BLACK CLOTHING, BLACK SHOES","2021-01-11 01:42:44.0000000","2021-01-11 01:42:45.0000000"
"105929-2021","2021","105929-2021-01","MA-13990001-H1",,,"30","40","Black",,"Male","6'01''","250","Heavy","Dark","Brown",,"Black","Medium",,"Beard",,,"Clothing Description: BLACK CLOTHING","2021-06-15 22:47:38.0000000","2021-06-15 22:47:51.0000000"
"253998-2017","2017","253998-2017-02",,,,"25","29","Hispanic or Latino","Hispanic or Latino","Male","5'08''",,"Heavy",,,,,,,,,,"Jacket: BLACK HOODIE Pants: DARK BLUE JEANS Additional Clothing: BLACK HOODIE, DARK BLUE JEANS","2017-11-06 19:03:19.0000000","2017-11-06 19:03:19.0000000"
"047410-2020","2020","047410-2020-01","MC-99999999-H34",,,"30","35","White","Unknown","Male","6'60''","200","Medium","Light",,,"Brown",,,"Beard",,,"Clothing Description: LGHT COLOR BUTTON DOWN SHIRT","2020-03-10 12:52:32.0000000","2020-11-09 14:52:29.0000000"
"002407-2021","2021","002407-2021-01","F1-12990002-C4",,,"0","0","Black","Non-Hispanic or Latino","Male",,,"Small",,"Unknown",,,,,,,,"Clothing Description: BLACK HOODIE, BLACK FACE MASK, DARK COLOR PANTS, DARK COLOR BACKPACK","2021-01-04 22:12:59.0000000","2021-01-19 14:29:52.0000000"
"103937-2020","2020","103937-2020-01","MC-99999999-V14",,,"17","99","White",,"Male",,,,,,,,,,,,,,"2020-06-13 09:53:25.0000000","2020-06-13 09:53:32.0000000"
"180488-2019","2019","180488-2019-03","F1-12990002-C4",,,"15","18","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2019-09-05 05:46:28.0000000","2019-09-05 05:46:28.0000000"
"294259-2017","2017","294259-2017-01",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2017-12-30 12:13:20.0000000","2017-12-30 12:13:20.0000000"
"118020-2019","2019","118020-2019-01","F2-22990002-E6",,,"25","30","White",,"Male",,"180","Small","Light",,,,"Medium",,"Beard",,,"Clothing Description: BACKPACK WITH THE CALIFORNIA FLAG DESIGN","2019-06-12 13:30:58.0000000","2019-06-12 13:31:15.0000000"
"016057-2015","2015","016057-2015-03",,,,"50","55","White",,"Male","5'07''","160",,,,,"White","Medium",,"Unshaved","White",,,"2015-01-21 21:47:24.0000000","2015-01-21 21:47:24.0000000"
"139142-2015","2015","139142-2015-01",,,,"30","35","Hispanic or Latino","Hispanic or Latino","Male","5'56''","150","Thin",,,,,,,,"Black",,"Shirt: WHITE Pants: BLACK Additional Clothing: WHITE T SHIRT AND DARK JEANS","2015-06-19 02:12:54.0000000","2015-06-19 02:12:54.0000000"
"075349-2019","2019","075349-2019-01","FS-24110003-G14",,,"15","25","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2019-04-16 16:57:30.0000000","2021-02-28 23:35:55.0000000"
"133596-2019","2019","133596-2019-04","F2-12990001-C2",,,"17","99","Black",,"Male",,,,,,,,,,,,,,"2019-07-03 06:47:17.0000000","2019-07-03 06:47:18.0000000"
"070061-2018","2018","070061-2018-01","FS-22990001-E1",,,"20","22","Black",,"Male",,,,,,,,,,,,,"Clothing Description: WEARING ALL BLACK","2018-04-19 17:55:24.0000000","2018-04-19 17:55:24.0000000"
"161185-2017","2017","161185-2017-01",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,,"2017-07-16 19:28:26.0000000","2017-07-16 19:28:26.0000000"
"232437-2020","2020","232437-2020-01","MB-29990042-L99",,,"17","50","Unknown","Unknown","Male",,,,,,,,,,,,,,"2020-12-30 03:22:42.0000000","2020-12-30 03:22:49.0000000"
"170125-2019","2019","170125-2019-01","F1-12990002-C3",,,"45","50","Black",,"Male",,,"Light","Dark","Unknown","No","Black","Long","Other","None","N/A",,"Comments: UNKNOWN SUSPECT TOOK  PROPERTY W/O PERMISSION USING A HANDGUN Clothing Description: WHITE T SHIRT BLACK CURLY WIG","2019-08-21 23:57:07.0000000","2019-08-21 23:57:07.0000000"
"277525-2015","2015","277525-2015-01",,,,,,"Black",,"Male","5'55''","160","Medium",,,,"Black","Short",,"Goatee","Black",,"Shoe: DARK BROWN BOOTS Additional Clothing: TAN ""ONESIE"" Trademark: DREADLOCKS ON HAIR","2015-11-29 20:05:05.0000000","2015-11-29 20:05:05.0000000"
"106528-2018","2018","106528-2018-01","F2-12990001-C2","DETROIT",,"60","65","Black",,"Male","6'00''","240",,,"Brown",,"Black","Short",,,,,"Clothing Description: WHITE SHIRT, GREY SHORTS, BLACK SHOES","2018-05-19 15:09:05.0000000","2018-05-19 15:09:10.0000000"
"243106-2015","2015","243106-2015-01",,,,,,"Hispanic or Latino",,"Male","6'63''","250",,,,,,,,,,,,"2015-10-19 08:26:29.0000000","2015-10-19 08:26:29.0000000"
"037552-2019","2019","037552-2019-04","F2-13150005-D4",,,"20","30","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2019-02-24 06:45:18.0000000","2019-02-24 06:44:41.0000000"
"111480-2020","2020","111480-2020-01","MA-22990004-F1",,,"17","99","Black",,"Male","6'00''",,,,,,,,,,,,,"2020-06-25 18:26:37.0000000","2020-06-25 18:26:41.0000000"
"100028-2015","2015","100028-2015-02",,,,"40","45","Hispanic or Latino","Hispanic or Latino","Male","5'08''","170",,,,,,"Long",,,,,"Shirt: DIRTY WHITE SHIRT Pants: BLUE JEANS","2015-05-04 16:32:19.0000000","2015-05-04 16:32:19.0000000"
"111457-2021","2021","111457-2021-01","NA-99999999-Z31","FRAISER",,"20","30","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-07-12 02:03:25.0000000","2021-07-12 02:03:42.0000000"
"247802-2015","2015","247802-2015-01",,,,,,"Unknown",,"Male",,,,,,,,,,,,,"Shirt: WHITE Additional Clothing: BROWN SHORTS","2015-10-24 20:32:56.0000000","2015-10-24 20:32:56.0000000"
"163916-2020","2020","163916-2020-03","F2-22990002-E6",,,"20","40","Black","Non-Hispanic or Latino","Male","6'00''","180","Medium","Dark",,,"Black","Short",,,,,"Clothing Description: BLACK TEE SHIRT, GRAY SHORTS, DARK TENNIS SHOES.","2020-09-15 06:10:50.0000000","2020-09-15 06:10:50.0000000"
"126830-2020","2020","126830-2020-01","FS-22990001-E1",,,"0","0","Black","Non-Hispanic or Latino","Male",,,"Thin",,,,,,,,,,"Clothing Description: BLACK HOODED JACKET AND BLACK PANTS","2020-07-20 09:46:53.0000000","2020-12-27 15:22:26.0000000"
"249308-2019","2019","249308-2019-01","FS-23990194-F197",,,"17","99","Unknown",,"Male",,,,,,,,,,,,,,"2019-12-13 00:18:15.0000000","2019-12-13 00:18:15.0000000"
"185308-2018","2018","185308-2018-01","MC-99999999-F151",,,"30","40","Black",,"Male","5'56''","140","Thin","Dark","Brown","No","N/A","Shaved","Unknown","None","N/A",,"Clothing Description: RED T-SHIRT, BLUE JEANS","2018-08-23 16:23:38.0000000","2018-08-23 16:23:43.0000000"
"161466-2018","2018","161466-2018-01","MB-54990008-V13",,,"40","46","White","Hispanic or Latino","Male","5'53''","125","Unknown","Unknown","Unknown","No","N/A","Unknown","Unknown","Other","N/A",,"Clothing Description: UNKNOWN","2018-08-03 22:40:52.0000000","2018-08-03 22:40:58.0000000"
"088029-2019","2019","088029-2019-01","MB-54990007-V11",,,"25","35","White","Hispanic or Latino","Male",,,"Medium",,"Unknown",,"Black","Short",,"Unshaved","Brown",,"Clothing Description: WHITE T SHIRT","2019-05-05 23:45:06.0000000","2019-05-05 23:45:08.0000000"
"141798-2021","2021","141798-2021-01","NA-99999999-X1",,,"25","26","Black","Non-Hispanic or Latino","Male","6'00''","220","Heavy","Dark","Unknown",,,"Shaved","Unknown","Goatee","Black",,"Clothing Description: BLACK SHIRT, BLACK PANTS","2021-08-08 20:52:31.0000000","2021-08-08 20:52:33.0000000"
"052442-2018","2018","052442-2018-01","F1-12990002-C3",,,"20","30","White","Hispanic or Latino","Male","5'11''","160","Slight","Light","Other","Yes","Black","Short","Soft","Beard","Black",,"Clothing Description: DARK BASEBALL CAP, BLACK RIM EYE GLASSES, DARK EYES, BLUE SWEATSHIRT WITH GOLD LETTERING, BLUE JEANS, THIN BEARD","2018-03-13 08:47:10.0000000","2018-03-13 08:47:23.0000000"
"074589-2016","2016","074589-2016-02",,,,"20","25","Black","Non-Hispanic or Latino","Male","6'00''","150","Thin","Dark","Brown",,"Black","Unknown",,"Other","Other",,"Jacket: CAMOUFLAGE Pants: CAMOUFLAGE Shoe: BLACK BOOTS Additional Clothing: BLACK SKI MASK, CAMOUFLAGE","2016-03-29 21:56:30.0000000","2016-03-29 21:56:30.0000000"
"274927-2018","2018","274927-2018-01","MB-54990007-V11",,,"17","99","Black",,"Male",,,,,,,"Black","Medium",,,,,"Clothing Description: WHITE T SHIRT","2018-12-25 23:13:44.0000000","2018-12-25 23:13:28.0000000"
"260764-2016","2016","260764-2016-01",,,,,,"Hispanic or Latino","Hispanic or Latino","Male","5'10''","200","Heavy",,,,,,,"Goatee","Black",,"Shirt: WHITE TSHIRT","2016-10-31 07:23:08.0000000","2016-10-31 07:23:08.0000000"
"265409-2015","2015","265409-2015-01",,,,,,"White",,"Male",,,,,,,,,,,,,,"2015-11-20 17:43:41.0000000","2015-11-20 17:43:41.0000000"
"231378-2020","2020","231378-2020-01","F2-22990002-E5",,,"18","25","Unknown","Unknown","Male",,,,,,,,,,,,,"Clothing Description: BLUE SHIRT, BJ SHORTS WHITE SHOES","2020-12-29 05:11:45.0000000","2020-12-29 05:11:46.0000000"
"260237-2018","2018","260237-2018-01","F2-13150005-D4",,,"19","25","Black",,"Male",,,,,,,,,,,,,,"2018-12-25 15:27:54.0000000","2018-12-25 15:27:56.0000000"
"035490-2021","2021","035490-2021-01","NA-99999999-Z9",,,"15","20","White",,"Male","5'05''","140",,,,,"Black","Short",,,,,"Clothing Description: RED JACKET, GRAY SWEATS, SANDALS","2021-03-02 04:29:16.0000000","2021-03-02 04:29:18.0000000"
"163591-2015","2015","163591-2015-01",,,,"25","35","White","Non-Hispanic or Latino","Male","5'57''","180","Medium","Light",,,"Brown","Short",,,,,"Pants: TAN SHORTS","2015-07-23 06:57:28.0000000","2015-07-23 06:57:28.0000000"
"057329-2019","2019","057329-2019-01","MB-23990191-F184",,,"20","24","Black","Non-Hispanic or Latino","Male","5'59''","150","Medium","Medium","Brown","No","Black","Medium",,"None","N/A",,"Comments: SHAVED LINE IN HIS AFRO HAIR STYLE Clothing Description: LIGHT PINK TEE SHIRT, BURGUNDY SWEATPANTS WITH WHITE VERTICAL STRIPE","2019-03-22 19:50:00.0000000","2019-03-22 19:50:01.0000000"
"225088-2018","2018","225088-2018-01","F2-12990001-C1",,,"29","30","Black","Non-Hispanic or Latino","Male","5'58''","280","Heavy",,,,"Black","Short",,"Goatee","Black",,"Clothing Description: BLUE STRIPED POLO SHIRT","2018-10-13 13:08:15.0000000","2018-10-13 13:08:20.0000000"
"109460-2016","2016","109460-2016-01",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2016-05-12 08:05:42.0000000","2016-05-12 08:05:42.0000000"
"056298-2018","2018","056298-2018-01","FS-24110003-G13",,,"20","30","Black","Non-Hispanic or Latino","Male","6'00''","230",,,,"Yes",,,,,,,,"2018-03-17 09:30:12.0000000","2020-07-29 07:40:03.0000000"
"116085-2021","2021","116085-2021-01","MC-99999999-L194",,,"50","60","Black","Unknown","Male",,,,,,,,,,,,,"Clothing Description: JEANS","2021-07-01 01:13:00.0000000","2021-07-01 01:13:02.0000000"
"044158-2017","2017","044158-2017-02",,,,"18","21","White",,"Male","5'59''","170",,,,,,,,,,,"Additional Clothing: DARK CLOTHING","2017-02-25 00:34:53.0000000","2017-02-25 00:34:53.0000000"
"190247-2021","2021","190247-2021-04","F2-22990002-E6",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-10-23 00:30:33.0000000","2021-10-27 08:39:37.0000000"
"146289-2017","2017","146289-2017-01",,,,"26","28","White","Non-Hispanic or Latino","Male","6'03''","250","Other","Light",,,,"Bald",,,,,"Comments: TATTOOS ON UPPER ARMS","2017-06-28 09:40:37.0000000","2017-06-28 09:40:37.0000000"
"184810-2018","2018","184810-2018-04","F1-12990002-C4",,,"18","20","Black",,"Male",,,,,,,,,,,,,,"2018-08-23 00:36:26.0000000","2018-08-23 00:36:29.0000000"
"206670-2021","2021","206670-2021-01","F2-13150005-D4",,,"0","0","Black","Non-Hispanic or Latino","Male","6'02''","200",,,,,,,,,,,"Clothing Description: WHITE SHIRT AND BLACK PANTS","2021-11-20 07:30:45.0000000","2021-11-29 12:57:47.0000000"
"157813-2017","2017","157813-2017-02",,,,"40","44","Black","Non-Hispanic or Latino","Male","6'00''","230","Heavy","Ruddy","Brown",,"Black","Short","Deep",,,,"Comments: WALKED WITH COMP TO TRUCK AND LOOKED THROUGH COMP'S TRUCK FOR PROPERTY Shirt: WHITE T Pants: GREY SHORTS RED STRIPES Additional Clothing: SEE ABOVE","2017-07-12 04:40:42.0000000","2017-07-12 04:40:42.0000000"
"111253-2015","2015","111253-2015-03",,,,"25","28","Hispanic or Latino",,"Male","5'58''","140","Medium",,,,,,,,,,"Shirt: RED PLAID","2015-05-17 20:56:12.0000000","2015-05-17 20:56:12.0000000"
"243020-2019","2019","243020-2019-02","MA-24110003-G8",,,"17","99","White","Hispanic or Latino","Male","5'05''","195",,"Dark",,,"Black",,,,,,"Clothing Description: GREEN REFLECTIVE VEST","2019-12-07 00:26:42.0000000","2019-12-07 00:26:43.0000000"
"006911-2019","2019","006911-2019-02","MB-29990042-L99",,,"17","99","Unknown",,"Male",,,,,,,,,,,,,"Clothing Description: HOODY, SWEAT PANTS, GLOVES, AND MASK.","2019-01-11 04:42:02.0000000","2019-01-11 04:42:05.0000000"
"002893-2019","2019","002893-2019-01","MA-22990004-F1",,,"28","35","White","Hispanic or Latino","Male","5'08''","140",,,,,,,,"Beard",,,"Clothing Description: BLUE PANTS, BLACK JACKET","2019-01-05 12:07:21.0000000","2019-01-05 12:07:22.0000000"
"275198-2017","2017","275198-2017-01",,,,,,,"Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Jacket: BLACK HOODIE Pants: BLACK PANTS Additional Clothing: ALL BLACK CLOTHING","2017-12-04 03:18:59.0000000","2017-12-04 03:18:59.0000000"
"070815-2017","2017","070815-2017-02",,,,"20","25","Black",,"Male","5'59''","150",,,,,,,,,,,"Comments: POINTED BLACK REVOLVER AT COMPLAINANTS AND DEMANDED PROPERTY Jacket: BLUE/BLACK ZIP UP HOODIE Pants: LOOSE FITTED DARK PANTS Hat: DARK HEAD CAP Additional Clothing: BLUE/BLACK DESIGNED ZIP UP HOODIE, DARK COLORED LOOSING FITTING PANTS, THIN MUSTACHE, THIN BUILD","2017-03-30 18:06:00.0000000","2017-03-30 18:06:00.0000000"
"140868-2021","2021","140868-2021-03",,"""JONATHAN""",,"18","25","Unknown","Unknown","Male",,,,,,,,,,,,,,"2021-08-07 19:47:01.0000000","2021-08-07 19:47:01.0000000"
"160116-2015","2015","160116-2015-01",,,,"30","35","Hispanic or Latino",,"Male",,,"Medium","Medium",,,"Black","Short",,"None","N/A",,"Comments: SUSP WAS THE DRIVER OF THE VEHICLE. Shirt: BLACK  Trademark: DRIVER OF THE VEHICLE","2015-07-13 15:32:15.0000000","2015-07-13 15:32:15.0000000"
"096137-2021","2021","096137-2021-01","FS-24110003-G13",,,"30","40","White","Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: RED SHIRT/ BLACK PANTS","2021-06-01 10:25:20.0000000","2021-06-01 10:25:26.0000000"
"011012-2020","2020","011012-2020-01","FS-22990001-E1",,,"40","45","Unknown","Unknown","Male","5'59''","180","Medium",,,,,,,,,,"Clothing Description: TENNIS SHOES,COAT","2020-01-18 07:49:12.0000000","2021-02-22 11:33:32.0000000"
"238676-2017","2017","238676-2017-01",,,,"29","30","Black",,"Male","5'09''",,"Slight",,,,,,,,,,"Shirt: WHITE SHIRT Pants: BLACK PANTS Shoe: CAMO SHOES","2017-10-19 16:16:55.0000000","2017-10-19 16:16:55.0000000"
"173766-2019","2019","173766-2019-01","FS-24110003-G14",,,"0","0","Black","Unknown","Male",,,,,,,,,,,,,,"2019-08-26 23:48:23.0000000","2020-04-16 16:56:31.0000000"
"122424-2018","2018","122424-2018-01","MA-53990001-H21",,,"40","50","White",,"Male","5'06''","150",,,,,,,,,,,"Clothing Description: GREY SHIRT, KHAKI SHORTS","2018-06-07 07:46:21.0000000","2018-06-07 07:46:23.0000000"
"176672-2021","2021","176672-2021-01","MB-29990042-L99",,,"30","40","Black","Non-Hispanic or Latino","Male",,,,,,,,"Bald",,,,,"Clothing Description: BLUE SHIRT, SHORTS Trademark: TATTOO COVERING BOTH ARMS AND LOWER LEGS","2021-09-29 13:25:28.0000000","2021-09-29 13:25:30.0000000"
"263483-2015","2015","263483-2015-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2015-11-12 11:38:51.0000000","2015-11-12 11:38:51.0000000"
"010668-2021","2021","010668-2021-02",,,,"0","0","Unknown","Unknown","Male",,,"Heavy",,,,,,,,,,"Clothing Description: LIGHT COLOR ZIP UP HOODIE, LIGHT COLOR SWEAT PANTS, FLIP FLOPS Trademark: HEAVY SET","2021-01-21 13:03:33.0000000","2021-04-23 13:23:06.0000000"
