"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","address1","address2","city","state","zip","phonenumber","licenseeffectivedate","licenseexpirationdate","businesstypecode","businesstypecodedesc","specialtycode1","specialtycode1desc","specialtycode2","specialtycode2desc","ubi","primaryprincipalname","statuscode","contractorlicensestatus","contractorlicensesuspenddate"
"WEATHERTECH INDUSTRIES LLC","WEATHIL835ND","CC","CONSTRUCTION CONTRACTOR","12128 N Divsion St.","260","Spokane","WA","99218","5098210093","2017-08-04T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604143182","SKOOG, JOSHUA ALAN","A","ACTIVE",
"SBA NETWORK SERVICES LLC","SBANENS891QH","CC","CONSTRUCTION CONTRACTOR","8051 CONGRESS AVENUE LLC",,"BOCA RATON","FL","33487","5619957670","2011-11-07T00:00:00.000","2023-11-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602923172","HUNT, THOMAS P","A","ACTIVE",
"GLACIER CONTRACTING INC","GLACICI151B9","CC","CONSTRUCTION CONTRACTOR","13023 NE HWY 99  STE 7-187",,"VANCOUVER","WA","98686","3602811077","1985-01-29T00:00:00.000","2022-10-21T00:00:00.000","C","Corporation","01","GENERAL",,,"600562228","SCHNABEL, KEVIN REINHOLD","A","ACTIVE",
"C M HOSKINS COMPANY","CMHOSC*025J7","CC","CONSTRUCTION CONTRACTOR","905 N 128TH STREET",,"SEATTLE","WA","98133","2063661100","1998-04-27T00:00:00.000","2022-10-31T00:00:00.000","C","Corporation","01","GENERAL",,,"601682156","MASSART, DANIEL LAWRENCE","A","ACTIVE",
"MOUNTPAC LLC","MOUNTL*790KL","CC","CONSTRUCTION CONTRACTOR","3715 196TH ST SW #2112",,"LYNNWOOD","WA","98036","2066595535","2021-06-18T00:00:00.000","2023-06-18T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604714227","NEILSON, MICHAEL RAY JR","A","ACTIVE",
"BRUNER DRYWALL","BRUNED*997MQ","CC","CONSTRUCTION CONTRACTOR","151 Muncie Ave",,"QUILCENE","WA","98376","2062145682","2001-07-18T00:00:00.000","2023-10-08T00:00:00.000","I","Individual","01","GENERAL",,,"602135743","BRUNER, JERRY A","A","ACTIVE",
"ALPHA HTG & AIR COND INC","ALPHAHA9767S","CC","CONSTRUCTION CONTRACTOR","5716 149TH AVE SE",,"BELLEVUE","WA","98006","4256430368","2003-10-10T00:00:00.000","2023-11-03T00:00:00.000","C","Corporation","SM","Heating/Vent/Air-Conditioning and Refrig (HVAC/R)",,,"602325185","TOBIA, RAYA J","A","ACTIVE",
"KB CONTRACTING SERVICES LLC","KBCONCS781ML","CC","CONSTRUCTION CONTRACTOR","20422 20TH PL W",,"LYNNWOOD","WA","98036","2069999224","2022-07-13T00:00:00.000","2024-07-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604936455","BEAVIN, KENNETH PAUL","A","ACTIVE",
"Old Hat Workshop LLC","OLDHAHW844KD","CC","CONSTRUCTION CONTRACTOR","739","N HELENA ST","SPOKANE","WA","99202","5097806180","2016-05-04T00:00:00.000","2024-05-18T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603584161","Tettleton, Jon D","A","ACTIVE",
"MAYNARD WOODWORKING","MAYNAW*843DU","CC","CONSTRUCTION CONTRACTOR","PO BOX 1906",,"Port Angeles","WA","98362","3035891548","2016-03-31T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603592016","MAYNARD, HERBERT LEE","A","ACTIVE",
"HARBOR CASEWORKS","HARBOC*819DL","CC","CONSTRUCTION CONTRACTOR","5634 NE Minder RD","C101","Poulsbo","WA","98370","3609085049","2019-03-13T00:00:00.000","2023-07-28T00:00:00.000","I","Individual","01","GENERAL",,,"603376737","QUIRIARTE, CHRISTOPHER MICHAEL","A","ACTIVE",
"ALL-PRO INSTALL NORTH-WEST LLC","ALLPRIN827QH","CC","CONSTRUCTION CONTRACTOR","701 NE 123RD AVE",,"VANCOUVER","WA","98684","3606074272","2018-11-08T00:00:00.000","2023-07-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604329616","ROLLINS, ADAM PAUL","S","SUSPENDED","2021-10-06T00:00:00.000"
"GREAT WESTERN SECURITY INC","GREATWS881MK","EC","ELECTRICAL CONTRACTOR","1833 North 105th Street","Suite 203","Seattle","WA","98133","2534051948","2012-07-13T00:00:00.000","2024-07-23T00:00:00.000","C","Corporation","09",,,,"602868866","Finlayson, Troy Jason","A","ACTIVE",
"GREAT WESTERN SECURITY INC","GREATWS863NR","CC","CONSTRUCTION CONTRACTOR","1833 North 105th Street","Suite 203","Seattle","WA","98133","2534051948","2014-08-19T00:00:00.000","2024-08-19T00:00:00.000","C","Corporation","01","GENERAL",,,"602868866","FINLAYSON, TROY JUSTIN","A","ACTIVE",
"SunSteel LLC","SUNSTL*877RK","CC","CONSTRUCTION CONTRACTOR","312 SE STONEMILL DR STE 147",,"VANCOUVER","WA","98684","5098377008","2013-12-12T00:00:00.000","2023-12-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603329761","HOSKISSON, BLAKE EARL","A","ACTIVE",
"COLUMBIA FENCE & DECK LLC","COLUMFD791PH","CC","CONSTRUCTION CONTRACTOR","1100 W 31ST STREET",,"VANCOUVER","WA","98660","3603609678","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604761430","NEWTON, JEREMY","A","ACTIVE",
"NEW ERA HVAC LLC","NEWEREH841BD","CC","CONSTRUCTION CONTRACTOR","18425 STATE RT 9 SE  UNIT A",,"SNOHOMISH","WA","98296","4253140544","2016-01-01T00:00:00.000","2024-01-10T00:00:00.000","L","Limited Liability Company","SM","Heating/Vent/Air-Conditioning and Refrig (HVAC/R)",,,"603568349","CARRENO MALDONADO, JULIAN","A","ACTIVE",
"RUSSELL'S DECKING/CONCRETE LLC","RUSSEDL792KL","CC","CONSTRUCTION CONTRACTOR","608 FIR LANE",,"CAMANO ISLAND","WA","98282","3604036106","2021-05-13T00:00:00.000","2023-05-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604662639","RUSSELL, JESSEY RAY","A","ACTIVE",
"HANDYDAN SERVICES LLC","HANDYSL934L6","CC","CONSTRUCTION CONTRACTOR","5511 N 9TH ST",,"TACOMA","WA","98406","2532120163","2007-06-26T00:00:00.000","2023-10-31T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602735046","GLOVER, DANNY L","A","ACTIVE",
"WASHINGTON FLOOR AND TILE LLC","WASHIFT892QD","CC","CONSTRUCTION CONTRACTOR","14737 NE 87th St",,"REDMOND","WA","98052","4254850726","2011-11-04T00:00:00.000","2023-11-04T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603139530","SCHWAB, JOSEPH M","A","ACTIVE",
"DW EXCAVATING INC","DWEXCEI856QB","CC","CONSTRUCTION CONTRACTOR","PO BOX 1089",,"DAVENPORT","WA","99122","5099041313","2015-11-02T00:00:00.000","2023-11-02T00:00:00.000","C","Corporation","01","GENERAL",,,"603543995","Wilson, Derrek Clayton","A","ACTIVE",
"HEARTWOOD BUILDERS INC","HEARTBI995PB","CC","CONSTRUCTION CONTRACTOR","1902 N 34th Street",,"SEATTLE","WA","98103","2066320310","2001-10-02T00:00:00.000","2023-10-17T00:00:00.000","C","Corporation","01","GENERAL",,,"602149898","ENGLER, SCOTT ALLAN","A","ACTIVE",
"ROSEWOOD AT BOTHELL LLC","ROSEWBL856LE","CC","CONSTRUCTION CONTRACTOR","19020 33RD AVE W  #450",,"LYNNWOOD","WA","98036","4257784111","2015-06-05T00:00:00.000","2019-06-23T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603495497","MCNAUGHTON, KATY L","E","EXPIRED",
"WARWICK CONSTRUCTION, INC.","WARWICI965O1","CC","CONSTRUCTION CONTRACTOR","365 FM 1959",,"HOUSTON","TX","77034","8324487000","2004-09-21T00:00:00.000","2022-09-21T00:00:00.000","C","Corporation","01","GENERAL",,,"602427470","ANNAN, ANTHONY BROOK","A","ACTIVE",
"MIKE BACH DRILLING COMPANY","MIKEBBD783DD","PC","PLUMBING CONTRACTOR","3340 WILSON CREEK RD",,"ELLENSBURG","WA","98926","5099256320","2022-03-04T00:00:00.000","2024-03-04T00:00:00.000","C","Corporation","03","PUMP & IRRIGATION",,,"600348744","Bach, Mike Grey","A","ACTIVE",
"ROSH CONSTRUCTION INC","ROSHCCI865BT","CC","CONSTRUCTION CONTRACTOR","24040 SR 410",,"BUCKLEY","WA","98321","2539877647","2014-01-30T00:00:00.000","2018-01-30T00:00:00.000","C","Corporation","01","GENERAL",,,"603358020","LAUGHLIN, RONALD JOSEPH JR","E","EXPIRED","2016-07-30T00:00:00.000"
"BARNEY'S PLUMBING & SEWER LLC","BARNEPS804D3","CC","CONSTRUCTION CONTRACTOR","22513 92nd St E",,"BUCKLEY","WA","98321","2539879304","2020-04-01T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604591401","Barney, David Jeremy","A","ACTIVE",
"UNIBUILDERS","UNIBU**933N4","CC","CONSTRUCTION CONTRACTOR","2622 W Everett",,"SPOKANE","WA","99205","5096383072","2007-08-24T00:00:00.000","2024-01-27T00:00:00.000","I","Individual","SL","Framing and Rough Carpentry",,,"602755585","CLAWSON, DAVID T","A","ACTIVE",
"ROSHOLT PAINTING","ROSHOP*860OB","CC","CONSTRUCTION CONTRACTOR","4100 Foster st apt 311",,"GIG HARBOR","WA","98335","2532088796","2014-09-02T00:00:00.000","2020-09-02T00:00:00.000","I","Individual","CB","PAINTING/WALLCOVERING",,,"601125505","Rosholt, Kenneth Darrell","R","RE-LICENSED",
"ROSIE CONCRETE SOLUTIONS","ROSIECS862LL","CC","CONSTRUCTION CONTRACTOR","221 NE 162ND AVE APT 102",,"PORTLAND","OR","97230","9713408208","2014-06-13T00:00:00.000","2016-06-13T00:00:00.000","I","Individual","BI","CONCRETE",,,"603411103","VEAMATAHAU, VAIMELIE","E","EXPIRED","2014-11-24T00:00:00.000"
"ANIMAL EVICTOR","ANIMAE*862MG","CC","CONSTRUCTION CONTRACTOR","7539 195th Ave SW",,"ROCHESTER","WA","98579","3064819067","2014-07-07T00:00:00.000","2024-07-07T00:00:00.000","I","Individual","01","GENERAL",,,"603404827","HOLMQUIST, MICHAEL W","A","ACTIVE",
"ROSIE THE RENOVATOR & DSGN LLC","ROSIERD819JT","CC","CONSTRUCTION CONTRACTOR","12122 HILLCREST DR SE",,"YELM","WA","98597","3607632327","2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604344483","Prestidge, Rosali Ann","E","EXPIRED","2020-01-28T00:00:00.000"
"Rosie the Renovator LLC","ROSIERL861O2","CC","CONSTRUCTION CONTRACTOR","511 Coates Rd",,"YELM","WA","98597","3605562231","2014-08-22T00:00:00.000","2016-08-22T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603402275","Prestidge, Izaak Jacob","E","EXPIRED","2015-05-20T00:00:00.000"
"Rosie's Rekey Services","ROSIERS870Q5","CC","CONSTRUCTION CONTRACTOR","3715 152nd ST NE, #53",,"MARYSVILLE","WA","98271","4253468525","2013-11-25T00:00:00.000","2015-11-25T00:00:00.000","I","Individual","SQ","Locks, Security and Alarm Equipment",,,"603335168","Livingston, Barry Micheal","E","EXPIRED","2014-12-01T00:00:00.000"
"KOA WOOD RESTORATION","KOAWOWR818CK","CC","CONSTRUCTION CONTRACTOR","1715 NE 26th PL",,"RENTON","WA","98056","3603938604","2019-02-12T00:00:00.000","2023-02-16T00:00:00.000","L","Limited Liability Company","CB","PAINTING/WALLCOVERING",,,"604348226","Booth, Tracy Wayne","A","ACTIVE",
"ROSKELLEY GROUP LLC, THE","ROSKEGL920LO","CC","CONSTRUCTION CONTRACTOR","PO BOX 2430",,"WOODINVILLE","WA","98072","2067990003","2008-06-20T00:00:00.000","2020-06-21T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602818273","ROSKELLEY, KYLE DAVID","E","EXPIRED","2019-06-18T00:00:00.000"
"ROSLYN LAND CO LLC","ROSLYLC812PW","CC","CONSTRUCTION CONTRACTOR","PO BOX 384",,"ROSLYN","WA","98941","5093044018","2019-10-03T00:00:00.000","2021-10-03T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604360869","FLOWERS, LINDSEY MEAGAN","E","EXPIRED","2020-09-23T00:00:00.000"
"BEST GLASS & WINDOWS LLC","BESTGGW792R3","CC","CONSTRUCTION CONTRACTOR","417 212TH ST SW",,"BOTHELL","WA","98021","4254695033","2022-01-06T00:00:00.000","2024-01-06T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604832135","ABBASI RAKI, IMAN","A","ACTIVE",
"MAXIMUM METAL WORKS","MAXIMMW827R1","CC","CONSTRUCTION CONTRACTOR","1926 VERNON RD",,"LAKE STEVENS","WA","98258","4255699030","2019-11-15T00:00:00.000","2024-06-07T00:00:00.000","I","Individual","RI","Welding and Ornamental Metal",,,"604236734","LUCANSKY, MAXWELL J","A","ACTIVE",
"ROSS BUILDING SERVICES LLC","ROSSBBS865NG","CC","CONSTRUCTION CONTRACTOR","15301 NE 2ND STREET",,"VANCOUVER","WA","98684","3606012808","2014-08-07T00:00:00.000","2016-08-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603420918","HOBAN, LAURENCE MARTIN","E","EXPIRED","2015-09-22T00:00:00.000"
"AGA EXCAVATING","AGAEXE*921KO","CC","CONSTRUCTION CONTRACTOR","5710 W DOROTHY CT",,"SPOKANE","WA","99208","5099517681","2008-05-20T00:00:00.000","2024-05-20T00:00:00.000","I","Individual","01","GENERAL",,,"601929523","AGA, MICHAEL LEE","A","ACTIVE",
"ACCENT CONST OF SEQUIM INC","ACCENCS044JD","CC","CONSTRUCTION CONTRACTOR","4200 S Cedar Mill Road",,"PORT ANGELES","WA","98362","3604619566","1996-04-04T00:00:00.000","2024-01-11T00:00:00.000","C","Corporation","01","GENERAL",,,"601651067","SIRES, TODD DOUGLAS","A","ACTIVE",
"CREATION ELECTRIC INC","CREATEI992QL","EC","ELECTRICAL CONTRACTOR","18360 FOBERT RD NE",,"HUBBARD","OR","97032","5032090680","2001-11-13T00:00:00.000","2023-11-13T00:00:00.000","C","Corporation","01","GENERAL",,,"602155106","STRUBHAR, ELSON L","A","ACTIVE",
"EVARTS ADVERSITY LLC","EVARTAL813OC","CC","CONSTRUCTION CONTRACTOR","1296 E 12TH AVE",,"POST FALLS","ID","83854","2086611730","2019-09-03T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","SI","Excavation, Grading and Land Clearing",,,"603606137","EVARTS, MICHAEL PAUL","A","ACTIVE",
"RUBY WOODWORKS LLC","RUBYWWL788JF","CC","CONSTRUCTION CONTRACTOR","P O BOX 422",,"GREENBANK","WA","98253","2065079600","2022-04-08T00:00:00.000","2024-04-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604884392","RATHBUN, JASON WAYNE","A","ACTIVE",
"ORNAMENTAL PLASTER ARTS LLC","ORNAMPA830PC","CC","CONSTRUCTION CONTRACTOR","3742 S 160th St",,"Tukwila","WA","98188","2536531335","2017-10-03T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603529958","Alabidi, Hamza Yosif","A","ACTIVE",
"FOUR SEASONS C&L LLC","FOURSSC791PH","CC","CONSTRUCTION CONTRACTOR","2407 CAMAS AVE NE",,"RENTON","WA","98056","3606328234","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604815829","REZA AUYON, ADRIAN","A","ACTIVE",
"VITKOL","VITKO**824B9","CC","CONSTRUCTION CONTRACTOR","2105 S 295TH PL APT E-4",,"FEDERAL WAY","WA","98003","2066375951","2018-01-29T00:00:00.000","2022-01-29T00:00:00.000","I","Individual","RE","Tile, Ceramic, Mosaic, Natural and MFG Stone",,,"604298281","KOLOMIIETS, VITALII","R","RE-LICENSED",
"A FINE TOUCH PAINTING LLC","FINETFT790PH","CC","CONSTRUCTION CONTRACTOR","1711 OCEAN BEACH BLVD N",,"LONG BEACH","WA","98631","6074373890","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604634324","D'AGOSTINO, JOHN DAVID","A","ACTIVE",
"DICK'S HEATING/AIR CNDTNG INC","DICKSHC790O1","PC","PLUMBING CONTRACTOR","1516 45TH ST E STE 200",,"SUMNER","WA","98390","2535319579","2021-10-07T00:00:00.000","2023-10-07T00:00:00.000","C","Corporation","02","RESIDENTIAL",,,"600250626","LAURITZEN, BRET R","A","ACTIVE",
"WINTERBOURNE CONSTRUCTION LLC","WINTECL811M6","CC","CONSTRUCTION CONTRACTOR","PO Box 455",,"WALLA WALLA","WA","99362","5095205320","2019-07-26T00:00:00.000","2023-07-30T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602905253","WINTERBOURNE, IAN EMANUEL","A","ACTIVE",
"JDJ CONSTRUCTION LLC","JDJCOCL790OT","CC","CONSTRUCTION CONTRACTOR","2625 MERIDIAN AVE E","APT E103","EDGEWOOD","WA","98371","4256916640","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604730382","FIERRO GONZALEZ, JESUS A","A","ACTIVE",
"NW HOME CONSTRUCTION LLC","NWHOMHC862MH","CC","CONSTRUCTION CONTRACTOR","2124 NW 98TH ST",,"SEATTLE","WA","98117","2067817141","2014-07-08T00:00:00.000","2024-07-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603415120","MADCHE, BRENT CHRISTIAN","A","ACTIVE",
"PROJECTS UNLMTD OF RENTON LLC","PROJEUR820N8","CC","CONSTRUCTION CONTRACTOR","PO BOX 59561",,"RENTON","WA","98058","4253511033","2018-08-28T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604312157","BOYLE, CHRISTOPHER LEE","A","ACTIVE",
"SUPREME BUILDING COMPANY LLC","SUPREBC844PE","CC","CONSTRUCTION CONTRACTOR","5206 STATE ROUTE 508",,"MORTON","WA","98356","2533705212","2016-10-05T00:00:00.000","2023-03-25T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604035059","YERTON, BRENT P.","A","ACTIVE",
"MIDNIGHT MOUNTAIN COMMUN","MIDNIMC826MK","CC","CONSTRUCTION CONTRACTOR","3114 Harrier St NE",,"LACEY","WA","98516","2539738886","2018-07-12T00:00:00.000","2024-07-13T00:00:00.000","I","Individual","01","GENERAL",,,"604268861","Phipps, Russell Dale","A","ACTIVE",
"RMS PAINT LLC","RMSPAPL908KO","CC","CONSTRUCTION CONTRACTOR","14205 SE 141ST",,"RENTON","WA","98059","4256383365","2010-05-20T00:00:00.000","2023-04-22T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602958977","RAMOS, SALOMON RAMOS","A","ACTIVE",
"In & Out  Same Day Paintng LLC","OUTSAOS883QE","CC","CONSTRUCTION CONTRACTOR","13317 261st Dr. SE",,"MONROE","WA","98272","4252805942","2012-11-05T00:00:00.000","2022-11-05T00:00:00.000","L","Limited Liability Company","CB","PAINTING/WALLCOVERING",,,"603224369","Montano, Javier","A","ACTIVE",
"JAS STEEL FABRICATING LLC","JASSTSF944Q2","CC","CONSTRUCTION CONTRACTOR","20810 NE 78TH ST",,"REDMOND","WA","98053","4258686670","2006-11-22T00:00:00.000","2022-12-03T00:00:00.000","L","Limited Liability Company","RI","Welding and Ornamental Metal",,,"602555021","GRIFFITH, JAMES ROWLAND","A","ACTIVE",
"FREEDOM ELECTRICAL SVCS INC","FREEDES855QQ","EC","ELECTRICAL CONTRACTOR","7112 Goodwin Rd.",,"EVERSON","WA","98247","3609278186","2015-11-18T00:00:00.000","2023-11-18T00:00:00.000","C","Corporation","01","GENERAL",,,"603554696","Bird, Kimberly D","A","ACTIVE",
"TANE ELECTRIC LLC","TANEEEL870PC","EC","ELECTRICAL CONTRACTOR","27014 NE 103RD AVE",,"BATTLE GROUND","WA","98604","5038063799","2013-10-03T00:00:00.000","2023-10-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603318635","WHITEHEAD, COLT T","A","ACTIVE",
"MJJ SIDING & CONSTRUCTION LLC","MJJSISC827OP","CC","CONSTRUCTION CONTRACTOR","31900 104TH AVE SE #102",,"AUBURN","WA","98092","2066654430","2018-09-17T00:00:00.000","2022-11-16T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604325051","CAMPOS, MINERVA JESUSITA","S","SUSPENDED","2021-11-08T00:00:00.000"
"BASSETT CONCRETE LLC","BASSECL872RO","CC","CONSTRUCTION CONTRACTOR","2339 Road 80",,"PASCO","WA","99301","5094128201","2014-01-01T00:00:00.000","2024-01-01T00:00:00.000","L","Limited Liability Company","BI","CONCRETE",,,"603332079","BASSETT, RYAN KENT","A","ACTIVE",
"QUALITY BUILDERS LLC","QUALIBL795PH","CC","CONSTRUCTION CONTRACTOR","15833 MILLCREEK BLVD #14755",,"MILL CREEK","WA","98082","2064915555","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604685777","KOTSYUBA, BOGDAN V","A","ACTIVE",
"COLUMBIA RIVER WALK DVLPMT LLC","COLUMRW810QQ","CC","CONSTRUCTION CONTRACTOR","2120 W A ST",,"PASCO","WA","99301","5095458222","2019-11-18T00:00:00.000","2023-11-18T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604499323","ZEPEDA, JESUS CERVANTES","A","ACTIVE",
"NW Signal Maintenance LLC","NWSIGSM834J1","CC","CONSTRUCTION CONTRACTOR","14850 Lake Hills Blvd Suite B2",,"BELLEVUE","WA","98007","4258021893","2017-04-21T00:00:00.000","2023-04-24T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603014115","Kucera, Kevin John","A","ACTIVE",
"AARDVARK 1 ENTERPRISES LLC","AARDV1E814PD","CC","CONSTRUCTION CONTRACTOR","1843 S. 15TH CT",,"RIDGEFIELD","WA","98642","3604026762","2019-10-04T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604496455","HOUSE, KELLEY","A","ACTIVE",
"ADVANCE BLDRS/TECHNOLOGIES LLC","ADVAN**954P1","CC","CONSTRUCTION CONTRACTOR","2719 84th St E",,"TACOMA","WA","98445","2532288970","2005-11-02T00:00:00.000","2023-11-02T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602548493","FULLER, JEREMIAH JOSEPH","A","ACTIVE",
"COBALT ELECTRIC INC","COBALEI871PD","EC","ELECTRICAL CONTRACTOR","6512 W Hood Place","Ste A140","Kennewick","WA","99336","5097276420","2013-10-07T00:00:00.000","2023-10-10T00:00:00.000","C","Corporation","01","GENERAL",,,"602975796","WEBB, MICHAEL D","A","ACTIVE",
"THE CLEANER HOME RESTORATN LLC","CLEANCH791O1","CC","CONSTRUCTION CONTRACTOR","4301 E 16th ave",,"SPOKANE","WA","99223","5092705612","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604794467","Holland, Bryan C","A","ACTIVE",
"NORTHWEST ROOF SERVICE INC","NORTHRS088DW","CC","CONSTRUCTION CONTRACTOR","801 Central Ave N",,"KENT","WA","98032","2538590903","1992-03-16T00:00:00.000","2023-10-15T00:00:00.000","C","Corporation","01","GENERAL",,,"601360713","MERRILL, ALLEN JAMES","A","ACTIVE",
"Northwest Rain Gutter Sys LLC","NORTHRG877QN","CC","CONSTRUCTION CONTRACTOR","14508 Lake Road",,"LYNNWOOD","WA","98087","2063793442","2013-11-15T00:00:00.000","2023-11-15T00:00:00.000","L","Limited Liability Company","CV","GUTTERS/DOWNSPOUTS",,,"603326399","OTTO, KEVIN GEORGE","A","ACTIVE",
"THOMAS CUSTOM FLOORING","THOMACF020PM","CC","CONSTRUCTION CONTRACTOR","231 S HORSESHOE DRIVE",,"KETTLE FALLS","WA","99141","5097384369","1998-10-14T00:00:00.000","2023-10-08T00:00:00.000","I","Individual","SK","Floor Covering and Counter Tops",,,"601907218","THOMAS, MICHAEL VERNON","A","ACTIVE",
"J B LANDSCAPES","JBLANBL925BG","CC","CONSTRUCTION CONTRACTOR","9221 156th St SE",,"Snohomish","WA","98296","2068195717","2008-01-07T00:00:00.000","2020-11-05T00:00:00.000","I","Individual","01","GENERAL",,,"601497385","BOLTE, JON VINCENT","E","EXPIRED",
"LLOYD'S HEATING & SHEETMETAL","LLOYDHS101MT","CC","CONSTRUCTION CONTRACTOR","410 ROOSEVELT AVE E",,"ENUMCLAW","WA","98022","3608252241","1990-07-30T00:00:00.000","2023-11-04T00:00:00.000","I","Individual","SM","Heating/Vent/Air-Conditioning and Refrig (HVAC/R)",,,"601259120","SCHENK, DALLAS JESTER","A","ACTIVE",
"IES COMMUNICATIONS LLC","IESCOCL817C8","CC","CONSTRUCTION CONTRACTOR","5433 WESTHEIMER  STE 500",,"HOUSTON","TX","77056","7138601561","2019-02-15T00:00:00.000","2023-02-15T00:00:00.000","L","Limited Liability Company","RG","Utilities and Telecommunications",,,"604124122","IES COMMERCIAL INC","A","ACTIVE",
"NORTH COAST ERECTORS","NORTHCE817LK","CC","CONSTRUCTION CONTRACTOR","8584 S MARCH POINT RD",,"ANACORTES","WA","98221","3607553060","2019-06-12T00:00:00.000","2023-06-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604073211","SCHLUTER, KENT D","A","ACTIVE",
